Employee ID,Name,Age,Department,Salary,Salary Range,Senior Employee with High Salaries
1360,Bryan Le,40.0,Admin,41900.0,Low,False
1360,Christopher Madden,56.0,Finance,40753.0,Low,False
1370,Christine Patterson,29.0,Sales,79859.0,Medium,False
1374,Benjamin Mclaughlin,23.0,Admin,88833.0,Medium,False
1386,Tracey Lee,40.0,HR,40429.0,Low,False
1387,Jeffrey Kelly,60.0,Finance,57401.0,Medium,False
1395,Adam Schultz,38.0,Sales,94191.0,Medium,False
1406,Antonio Wilson Jr.,32.0,Marketing,59190.0,Medium,False
1409,Leah Gonzalez,40.0,Operations,53260.0,Medium,False
1412,Robert Byrd,33.0,Marketing,51578.0,Medium,False
1425,Chad Banks,54.0,Operations,93264.0,Medium,True
1439,Steven Velasquez,52.0,Admin,80506.0,Medium,True
1454,Patricia Vasquez,59.0,Sales,100728.0,High,True
1458,Kelly Jimenez,55.0,Operations,89647.0,Medium,True
1459,Nicholas Rivera,47.0,Admin,81455.0,Medium,False
1468,Joseph Collins,41.0,Operations,113733.0,High,False
1485,Daniel Norris,40.0,Finance,94215.0,Medium,False
1486,Jimmy Rodgers,32.0,HR,112440.0,High,False
1488,Mary Pacheco,41.0,Admin,76979.0,Medium,False
1494,Tyler Dominguez,57.0,Admin,59458.0,Medium,False
1500,Jennifer Hanson,40.0,Finance,50423.0,Medium,False
1506,Melissa Gonzalez,40.0,Marketing,104914.0,High,False
1520,David Oconnor,49.0,Finance,41692.0,Low,False
1530,Thomas Gonzales,56.0,HR,98089.0,Medium,True
1542,Charles Baker,57.0,Admin,101649.0,High,True
1552,Brenda Peterson,60.0,Finance,108512.0,High,True
1557,Gregory Bradley,32.0,HR,43489.0,Low,False
1563,Brendan Harris,43.0,Operations,84894.0,Medium,False
1568,Phillip Wilson,57.0,Marketing,62507.0,Medium,False
1571,Sarah Stephens,40.0,Operations,79859.0,Medium,False
1576,Charles Briggs,27.0,Marketing,101289.0,High,False
1584,Kathryn Stevens,34.0,Operations,50845.0,Medium,False
1587,Leslie Richardson,41.0,HR,92972.0,Medium,False
1598,Kenneth Snyder,49.0,IT,55164.0,Medium,False
1598,Timothy Spence,40.0,Marketing,76673.0,Medium,False
1599,Laura Yang,44.0,Sales,97110.0,Medium,False
1602,Steven Cook,35.0,Finance,47731.0,Low,False
1607,Nancy Garcia,56.0,Sales,40569.0,Low,False
1607,Joseph Sanders,42.0,Finance,50598.0,Medium,False
1610,Mark Williams,22.0,Operations,84759.0,Medium,False
1620,Christine Oliver,43.0,Admin,79859.0,Medium,False
1638,Aaron Stephenson,32.0,Sales,90220.0,Medium,False
1639,Andrea Shields,32.0,Sales,106448.0,High,False
1642,Jeremy Shields,32.0,Marketing,60492.0,Medium,False
1659,Tiffany Boyer,40.0,IT,119354.0,High,False
1664,Walter Hanson,59.0,HR,106906.0,High,True
1666,Sean Watkins,40.0,Finance,113811.0,High,False
1667,Sarah Vasquez,40.0,Finance,100373.0,High,False
1691,Vincent Burch,43.0,Operations,56972.0,Medium,False
1700,James Cook,55.0,IT,74970.0,Medium,False
1702,Megan Dixon,40.0,IT,75480.0,Medium,False
1708,Anthony Jones,37.0,Finance,96219.0,Medium,False
1709,Emily David,50.0,IT,60416.0,Medium,False
1709,Lori Gilmore,56.0,Operations,87140.0,Medium,True
1711,Megan Pacheco,40.0,HR,115070.0,High,False
1715,Jeremy Collins,44.0,Marketing,46532.0,Low,False
1716,Kristen Barron,51.0,Finance,79859.0,Medium,False
1721,Sara Flores,26.0,Marketing,119699.0,High,False
1733,Jason Long,40.0,HR,61457.0,Medium,False
1737,Rita Montoya,40.0,HR,47750.0,Low,False
1745,Victoria Martinez,25.0,Sales,62300.0,Medium,False
1746,Selena Parker,37.0,Sales,109697.0,High,False
1754,Matthew Davis,42.0,Sales,92120.0,Medium,False
1760,Robert Anderson,29.0,Sales,109103.0,High,False
1767,Christopher Gomez,54.0,Sales,47748.0,Low,False
1777,Kevin Baker,35.0,Finance,106658.0,High,False
1778,Christina Anderson,54.0,Finance,111934.0,High,True
1780,Brenda Daniels,34.0,Marketing,95744.0,Medium,False
1781,Regina Williams,40.0,Admin,108665.0,High,False
1784,John Mathews,50.0,Operations,92667.0,Medium,False
1785,Mary Jordan,33.0,Admin,117541.0,High,False
1786,Sean Herman,34.0,Marketing,54599.0,Medium,False
1788,Cory Torres,60.0,HR,98977.0,Medium,True
1789,Sara Anderson,52.0,Sales,91862.0,Medium,True
1800,Cynthia Abbott,34.0,Finance,87404.0,Medium,False
1803,Edward Fowler,24.0,Finance,97190.0,Medium,False
1806,Olivia Potts,59.0,Finance,66204.0,Medium,False
1818,Emma Andersen,38.0,IT,81346.0,Medium,False
1839,Anna Fletcher,27.0,Admin,55646.0,Medium,False
1841,William Aguirre,40.0,IT,64257.0,Medium,False
1841,Raymond Tapia,46.0,Finance,101554.0,High,False
1852,Daniel Ramirez,46.0,Admin,88621.0,Medium,False
1863,Elizabeth Chavez,43.0,Admin,66272.0,Medium,False
1864,Tiffany Hall,55.0,Operations,68762.0,Medium,False
1875,Kara West,28.0,Finance,86348.0,Medium,False
1888,Charles Small,25.0,Finance,104226.0,High,False
1889,Sheila Walsh DDS,22.0,HR,43433.0,Low,False
1894,Anthony Bishop,35.0,HR,79859.0,Medium,False
1903,Sheryl Thomas,22.0,IT,72887.0,Medium,False
1912,Taylor Wiley,43.0,Admin,57867.0,Medium,False
1915,John Fuller,32.0,Sales,115077.0,High,False
1923,Mary Ramirez,38.0,IT,64842.0,Medium,False
1930,Jasmine Dunn,42.0,Marketing,79859.0,Medium,False
1936,Amanda Clark,27.0,IT,79859.0,Medium,False
1936,Darrell Austin,34.0,IT,115502.0,High,False
1943,Kristine Grant,50.0,IT,52606.0,Medium,False
1944,Melissa Leonard,40.0,Operations,60494.0,Medium,False
1959,Amy Hudson,55.0,HR,65039.0,Medium,False
1961,Luke Gregory,34.0,HR,103407.0,High,False
1964,Jeffrey Howard,40.0,Operations,57150.0,Medium,False
1964,Abigail Smith,39.0,Admin,71424.0,Medium,False
1967,Brian Eaton,24.0,Finance,41551.0,Low,False
1974,Sandra Lee,39.0,HR,49130.0,Low,False
1981,Lawrence Gilbert,41.0,HR,43574.0,Low,False
1987,Brittany Beltran,29.0,Operations,67759.0,Medium,False
1995,Zachary Dixon,42.0,Finance,108539.0,High,False
1997,Renee Barrett,50.0,Marketing,64784.0,Medium,False
1997,Ann Wolf,36.0,Sales,79859.0,Medium,False
2041,Robert Smith,20.0,HR,86699.0,Medium,False
2051,Gabriel Aguirre,43.0,HR,89346.0,Medium,False
2063,Amber Rosario,60.0,Marketing,113749.0,High,True
2067,Erica Wilson,28.0,Sales,115669.0,High,False
2068,Andrea Wilson,54.0,Marketing,71667.0,Medium,False
2078,Kelly Mclaughlin,32.0,HR,45020.0,Low,False
2078,Sarah Lloyd,44.0,Operations,95562.0,Medium,False
2079,Mrs. Sherry Hutchinson,23.0,Operations,98941.0,Medium,False
2080,Kathryn Rodgers DDS,20.0,Admin,104879.0,High,False
2081,Diane Owens,58.0,Finance,49560.0,Low,False
2086,Stephanie Wood,40.0,IT,59977.0,Medium,False
2091,Kara Brown,58.0,Finance,46006.0,Low,False
2099,Brandon Sparks,48.0,Finance,100069.0,High,False
2105,Steven Contreras,53.0,Finance,102075.0,High,True
2110,Sherri Clark,32.0,HR,118794.0,High,False
2112,Samantha Barker,36.0,Finance,45685.0,Low,False
2119,Amy Tran,57.0,Sales,91029.0,Medium,True
2123,David Lewis,24.0,Sales,90999.0,Medium,False
2126,Summer David,46.0,IT,63446.0,Medium,False
2136,Rachel Johnson,56.0,Admin,109273.0,High,True
2138,Derek Nelson,40.0,Operations,76990.0,Medium,False
2144,Tracy Lewis DDS,56.0,HR,58603.0,Medium,False
2147,Javier Johnson,40.0,Admin,71571.0,Medium,False
2167,Susan Moore,46.0,Admin,115720.0,High,False
2220,Taylor Green,45.0,Operations,111478.0,High,False
2234,Matthew Fitzgerald,47.0,IT,47921.0,Low,False
2242,Amanda Clark,36.0,Marketing,91007.0,Medium,False
2244,Annette Stone,40.0,Admin,82978.0,Medium,False
2248,James Adams,42.0,Marketing,115257.0,High,False
2250,Susan Parker,50.0,Finance,79859.0,Medium,False
2255,Mark Day,29.0,Sales,119477.0,High,False
2258,Donald Smith,42.0,IT,75135.0,Medium,False
2263,Diamond Cole,41.0,Finance,50746.0,Medium,False
2265,Timothy Mcintosh,45.0,Finance,85694.0,Medium,False
2273,Mark Blackburn,58.0,Finance,43525.0,Low,False
2281,Jessica Lopez,24.0,Marketing,75727.0,Medium,False
2285,Matthew Steele,20.0,Operations,44055.0,Low,False
2293,Emily White,35.0,IT,96939.0,Medium,False
2304,Todd Lee,56.0,Admin,96284.0,Medium,True
2318,Anthony Mueller,38.0,Sales,79859.0,Medium,False
2350,Shelly Fox,32.0,Admin,93842.0,Medium,False
2359,Jason Gonzales,45.0,Finance,41841.0,Low,False
2366,Julie Cortez MD,38.0,Finance,50405.0,Medium,False
2370,Calvin Morris,41.0,HR,112051.0,High,False
2381,Christian Williams,56.0,Finance,112114.0,High,True
2381,Jonathon Woods,39.0,Admin,116250.0,High,False
2393,Isabella Schwartz,47.0,Sales,48438.0,Low,False
2397,Laura Henry,20.0,Finance,109179.0,High,False
2408,Nicole Bradley,57.0,Operations,98836.0,Medium,True
2411,Jamie Compton,54.0,HR,64080.0,Medium,False
2416,Michael Pacheco,30.0,Finance,103881.0,High,False
2425,Marco Scott,58.0,HR,102669.0,High,True
2435,Tara Bowen,25.0,Marketing,100146.0,High,False
2438,Catherine Myers,40.0,HR,55821.0,Medium,False
2463,Debra Roberts,53.0,HR,79859.0,Medium,False
2475,Courtney Pierce,30.0,IT,80898.0,Medium,False
2492,Brandon Mann,40.0,HR,59951.0,Medium,False
2494,Kimberly Barnett,36.0,Finance,94591.0,Medium,False
2495,James Beasley,46.0,Finance,44556.0,Low,False
2507,Michele Nelson,56.0,IT,50107.0,Medium,False
2508,Ryan Willis,40.0,Admin,69716.0,Medium,False
2525,Patrick Kelley,32.0,HR,79859.0,Medium,False
2529,Alicia Lindsey,50.0,IT,96556.0,Medium,False
2533,Adrian Lane,24.0,HR,98005.0,Medium,False
2536,Ernest Allen,56.0,Marketing,79859.0,Medium,False
2537,Krista Burke,33.0,Admin,97573.0,Medium,False
2538,William Paul,45.0,Finance,79035.0,Medium,False
2539,Sean Holland,44.0,Finance,91276.0,Medium,False
2543,Kevin Vargas,48.0,Finance,73318.0,Medium,False
2554,Tina Soto,55.0,HR,76527.0,Medium,False
2563,Jamie Johnson,37.0,Operations,110423.0,High,False
2571,Troy Vazquez,36.0,Sales,92807.0,Medium,False
2577,Anthony Alexander,35.0,Operations,42891.0,Low,False
2588,Anne Nelson,23.0,Marketing,97465.0,Medium,False
2600,Dana Barnes,38.0,Finance,53413.0,Medium,False
2606,Leon Dorsey,52.0,IT,55763.0,Medium,False
2609,Aaron Jackson,22.0,Admin,106211.0,High,False
2611,Justin Barrera,58.0,Finance,65125.0,Medium,False
2614,Timothy Holland,30.0,Admin,116389.0,High,False
2639,Nancy Lyons,40.0,Marketing,55944.0,Medium,False
2640,Matthew Perry,43.0,Marketing,46368.0,Low,False
2644,Bianca Ross,35.0,Finance,75406.0,Medium,False
2660,Julie Robles,40.0,Admin,79868.0,Medium,False
2672,Justin Stokes,25.0,Sales,50049.0,Medium,False
2686,Lindsay Meadows,42.0,Sales,62260.0,Medium,False
2695,Bruce Burns,47.0,Marketing,89556.0,Medium,False
2697,Michael Carr,39.0,IT,107900.0,High,False
2703,Mrs. Melinda Garza,32.0,HR,50900.0,Medium,False
2708,Edwin Washington,35.0,Finance,64916.0,Medium,False
2714,Jacqueline James,57.0,Sales,101097.0,High,True
2715,Paul Branch,52.0,Sales,62430.0,Medium,False
2719,Crystal Merritt,34.0,Sales,84195.0,Medium,False
2723,Taylor Mejia,50.0,IT,79527.0,Medium,False
2730,Martha Miller,45.0,Marketing,111896.0,High,False
2733,Samantha Ellis,40.0,HR,49105.0,Low,False
2743,Mary Mathis,40.0,Finance,57366.0,Medium,False
2746,Dawn Brown,48.0,Admin,101824.0,High,False
2747,Keith Cook,56.0,IT,116600.0,High,True
2748,Benjamin Sparks,40.0,Operations,99885.0,Medium,False
2748,Matthew Vargas,25.0,IT,62987.0,Medium,False
2756,Lauren Freeman,59.0,IT,86654.0,Medium,True
2757,Sean Brown,39.0,Finance,54859.0,Medium,False
2763,James Dennis,36.0,Operations,104418.0,High,False
2765,Audrey Diaz,30.0,Admin,75344.0,Medium,False
2766,Emily Hampton,23.0,IT,50617.0,Medium,False
2773,Amber Diaz,40.0,Admin,91873.0,Medium,False
2776,Matthew Henry,38.0,Sales,61072.0,Medium,False
2783,Linda Wright,41.0,Finance,45033.0,Low,False
2793,Alexis Morales,50.0,IT,79859.0,Medium,False
2808,Tammy Garcia,35.0,Marketing,89501.0,Medium,False
2810,Robert Cunningham,35.0,Finance,78846.0,Medium,False
2822,Sylvia Reynolds,58.0,Admin,65111.0,Medium,False
2824,James Lambert,26.0,Admin,111040.0,High,False
2826,Kimberly Jackson,40.0,Marketing,113264.0,High,False
2832,Ernest Nolan,40.0,IT,68999.0,Medium,False
2848,Denise Shelton,54.0,IT,57688.0,Medium,False
2851,Elizabeth Mitchell,26.0,Finance,53765.0,Medium,False
2871,Mark Fox,20.0,Admin,43118.0,Low,False
2878,Diana Williams,20.0,Finance,91006.0,Medium,False
2885,Kelly Hogan,48.0,IT,47122.0,Low,False
2886,Joseph Pierce,54.0,Admin,88680.0,Medium,True
2907,Dennis Howard,28.0,HR,79859.0,Medium,False
2916,Jorge Vasquez,22.0,IT,82151.0,Medium,False
2924,Richard Oconnell,28.0,Finance,113454.0,High,False
2927,Kim Moreno,40.0,Finance,57454.0,Medium,False
2940,Justin Simmons,40.0,Finance,79859.0,Medium,False
2946,Calvin Ortiz III,40.0,Operations,42220.0,Low,False
2949,Jesse Valentine,25.0,Marketing,88057.0,Medium,False
2956,Rhonda Johnson,24.0,Operations,82459.0,Medium,False
2957,Christopher Sampson,53.0,Finance,96918.0,Medium,True
2957,Cory Ryan,58.0,Admin,58410.0,Medium,False
2959,Patricia Herrera,37.0,Admin,79859.0,Medium,False
2964,Andrew Mathews,29.0,Sales,59377.0,Medium,False
2969,Wayne Thompson,41.0,HR,79859.0,Medium,False
2978,Bobby Jones,42.0,HR,54983.0,Medium,False
2979,Jesse Henderson,35.0,Sales,104777.0,High,False
2993,Nicole Robinson,44.0,IT,62982.0,Medium,False
2994,Kathleen Maxwell,37.0,Admin,109390.0,High,False
2994,Melissa Kelly,48.0,Sales,42906.0,Low,False
3004,Angelica Welch,21.0,Sales,100224.0,High,False
3010,Christopher Casey,28.0,IT,62416.0,Medium,False
3017,Jennifer Lopez,27.0,Marketing,110366.0,High,False
3018,Sydney Lang DDS,47.0,Admin,86296.0,Medium,False
3018,Mr. Matthew Fox,56.0,Marketing,108916.0,High,True
3019,Cristian Evans,33.0,Admin,94212.0,Medium,False
3028,Julia Mcmahon,27.0,HR,52137.0,Medium,False
3036,Randy Gonzalez,36.0,Operations,103332.0,High,False
3048,Brittany Best,37.0,HR,91861.0,Medium,False
3051,Erika Ward,21.0,Admin,61121.0,Medium,False
3069,Justin Middleton,40.0,HR,81624.0,Medium,False
3079,Sarah Carpenter,29.0,Operations,100915.0,High,False
3080,Troy Johnson,27.0,Admin,80844.0,Medium,False
3082,Erin Esparza,49.0,Operations,107589.0,High,False
3110,Eugene Kirby,23.0,HR,54454.0,Medium,False
3113,Laura Castillo,40.0,Sales,106659.0,High,False
3115,Angela Stein,57.0,Finance,95050.0,Medium,True
3119,Charles Gutierrez,43.0,Finance,98815.0,Medium,False
3124,Anna Rivera,53.0,Finance,58866.0,Medium,False
3128,Jennifer Gray MD,42.0,Finance,57480.0,Medium,False
3146,Danielle Benson,42.0,Finance,79859.0,Medium,False
3148,Pamela Ingram,59.0,Marketing,50847.0,Medium,False
3151,Mary Hicks,44.0,IT,79859.0,Medium,False
3172,Dustin Carter,57.0,Marketing,117885.0,High,True
3180,Sara Adams,57.0,Finance,87433.0,Medium,True
3203,Joseph Ortiz,54.0,HR,98441.0,Medium,True
3212,Timothy Anderson,30.0,Finance,59040.0,Medium,False
3217,Joanna Nelson,34.0,Marketing,116084.0,High,False
3219,Nancy Morris,29.0,Operations,52981.0,Medium,False
3221,Daniel Boyer,40.0,Admin,79859.0,Medium,False
3224,Laura Carter,20.0,Operations,76736.0,Medium,False
3229,Carl Reid,56.0,Operations,106115.0,High,True
3237,Cameron Fields DDS,22.0,IT,54438.0,Medium,False
3247,Ryan Bailey,40.0,Operations,81998.0,Medium,False
3257,Gerald Ramirez,30.0,Marketing,101712.0,High,False
3258,Richard Adams,22.0,Admin,75853.0,Medium,False
3263,Thomas Hickman,40.0,Marketing,53204.0,Medium,False
3271,Traci Young,49.0,Operations,86148.0,Medium,False
3276,Tony Berger,44.0,Operations,115062.0,High,False
3281,Karen Cole,39.0,IT,84013.0,Medium,False
3306,Rebecca Robbins,40.0,Marketing,98431.0,Medium,False
3306,Matthew Parks,20.0,Marketing,40292.0,Low,False
3308,Dana Valdez,37.0,HR,109626.0,High,False
3313,Stephanie Jackson,20.0,HR,111948.0,High,False
3318,Bianca Lawson,58.0,Finance,73254.0,Medium,False
3333,Ruben Ferguson,38.0,IT,78492.0,Medium,False
3355,Charles Garcia,23.0,Operations,105653.0,High,False
3360,Linda Williams,54.0,Admin,79859.0,Medium,False
3366,Anthony Strickland,21.0,Marketing,88599.0,Medium,False
3371,Susan Beck,35.0,Operations,75401.0,Medium,False
3374,Tami Donovan DDS,60.0,Finance,90519.0,Medium,True
3377,Elizabeth Martinez,53.0,Admin,71121.0,Medium,False
3378,Derek Holland,49.0,Marketing,44651.0,Low,False
3384,Jacqueline Anderson,21.0,Finance,79859.0,Medium,False
3391,Kristen Chandler,59.0,Marketing,103277.0,High,True
3397,William Martin,34.0,IT,105041.0,High,False
3400,Eric Aguirre,41.0,IT,107396.0,High,False
3406,Krista Newman,26.0,HR,99184.0,Medium,False
3420,Patricia Osborne,34.0,Sales,108788.0,High,False
3437,Matthew Anderson,22.0,Operations,79859.0,Medium,False
3437,Tara Willis,40.0,Finance,85033.0,Medium,False
3452,Allison Moore,22.0,Sales,94176.0,Medium,False
3463,Christian Watkins,30.0,Sales,84694.0,Medium,False
3463,Kimberly Cabrera,51.0,Sales,110492.0,High,True
3465,Nancy Howell,59.0,Operations,119590.0,High,True
3473,Tiffany Adams,50.0,Operations,110365.0,High,False
3477,Patrick Simon,43.0,Sales,113548.0,High,False
3481,Suzanne Hood,58.0,IT,79859.0,Medium,False
3488,Christy Jackson,20.0,HR,40571.0,Low,False
3494,Kelsey Weaver,24.0,Finance,105108.0,High,False
3495,Lisa Hampton,21.0,HR,41576.0,Low,False
3509,Luke Miller,53.0,HR,66597.0,Medium,False
3513,Roy Whitaker,40.0,HR,55747.0,Medium,False
3518,Brian Brooks,50.0,Finance,113721.0,High,False
3519,Laura Ballard,21.0,HR,75332.0,Medium,False
3520,Shawn Hammond,40.0,Operations,92307.0,Medium,False
3525,Carol Walker,44.0,Finance,111247.0,High,False
3528,Allison Roth,47.0,IT,88894.0,Medium,False
3540,John Harris,52.0,Admin,79859.0,Medium,False
3545,Anthony Mendoza,40.0,HR,88946.0,Medium,False
3552,Leonard Garcia,36.0,Admin,116943.0,High,False
3559,Elizabeth Brooks,24.0,HR,44285.0,Low,False
3576,Adam Patterson,54.0,Finance,60543.0,Medium,False
3579,Francisco Savage,40.0,Marketing,99597.0,Medium,False
3580,Sarah Snow,47.0,Admin,90160.0,Medium,False
3595,Teresa Alexander,49.0,Finance,93595.0,Medium,False
3596,Dr. Keith Castillo,29.0,HR,82933.0,Medium,False
3606,Matthew Escobar,33.0,Operations,44061.0,Low,False
3622,Robert Lopez,30.0,Finance,59203.0,Medium,False
3638,Tanner Knight,40.0,Marketing,87830.0,Medium,False
3641,Christopher Payne,60.0,Finance,72089.0,Medium,False
3641,Zachary Braun,40.0,HR,85851.0,Medium,False
3642,Justin Henderson,57.0,IT,50208.0,Medium,False
3661,Sean Harris,34.0,Admin,85274.0,Medium,False
3666,Patrick Odonnell,26.0,IT,102723.0,High,False
3685,Jack Trujillo,34.0,Marketing,63259.0,Medium,False
3685,Leah Hale,31.0,Operations,79859.0,Medium,False
3685,Amy Fox,30.0,HR,86401.0,Medium,False
3695,Jonathan Hayes,42.0,Marketing,106778.0,High,False
3708,Ashley Patel,58.0,Finance,60760.0,Medium,False
3715,Zachary Nelson,54.0,Finance,80744.0,Medium,True
3716,Joshua Johnson,40.0,Marketing,88799.0,Medium,False
3716,Lisa Marsh,38.0,IT,79859.0,Medium,False
3717,Anthony Russell,50.0,Admin,119444.0,High,False
3720,James Vega,48.0,IT,112943.0,High,False
3730,Charles Campos,25.0,Finance,52856.0,Medium,False
3733,Janet Thompson,58.0,HR,63926.0,Medium,False
3735,Daniel Powell,58.0,IT,95548.0,Medium,True
3736,Eddie Wilson,49.0,HR,112324.0,High,False
3743,Nathan Wells,44.0,Finance,94507.0,Medium,False
3746,Veronica Vasquez,42.0,Finance,81713.0,Medium,False
3747,Austin Dennis,50.0,Marketing,41934.0,Low,False
3749,Dr. Claire Soto,56.0,Finance,79859.0,Medium,False
3750,Mrs. Tracy Cannon MD,40.0,Sales,85065.0,Medium,False
3754,Michelle Reynolds,58.0,Admin,104216.0,High,True
3769,Jane Smith,52.0,Finance,105074.0,High,True
3784,Charles Powell,43.0,Sales,61498.0,Medium,False
3786,Caroline Holland,48.0,Operations,54419.0,Medium,False
3787,Kimberly Petersen MD,45.0,Sales,68898.0,Medium,False
3797,Kimberly Johnson,47.0,Operations,79859.0,Medium,False
3797,Jeremy Wagner,55.0,Admin,50528.0,Medium,False
3827,Joanna Kent,59.0,Finance,52868.0,Medium,False
3839,Mr. Brian Oconnor,40.0,Finance,113924.0,High,False
3840,Morgan Gaines,38.0,Finance,79859.0,Medium,False
3850,Zachary Jimenez,29.0,Admin,67311.0,Medium,False
3857,Donald Jackson,22.0,Operations,79859.0,Medium,False
3860,Sandra Johnson,50.0,Finance,104762.0,High,False
3862,Thomas Martin,23.0,HR,86849.0,Medium,False
3875,Tyrone Moss,47.0,Finance,60292.0,Medium,False
3882,Tracy Anderson,47.0,Admin,93400.0,Medium,False
3889,Robert Jones,26.0,IT,93047.0,Medium,False
3907,Melissa Taylor,31.0,Finance,40899.0,Low,False
3909,Richard Bennett,29.0,Marketing,94997.0,Medium,False
3922,Mary Bell,47.0,HR,79859.0,Medium,False
3924,Robert Shah,25.0,IT,79859.0,Medium,False
3931,Kenneth Franco,46.0,Sales,79859.0,Medium,False
3933,Jennifer Kennedy,46.0,Marketing,93423.0,Medium,False
3937,April Huang,49.0,Operations,114458.0,High,False
3948,Darlene Barber,50.0,HR,110620.0,High,False
3949,Raymond Ross,52.0,Operations,107320.0,High,True
3957,Robert Gomez,42.0,Finance,110880.0,High,False
3958,Brett Salazar,51.0,Finance,63800.0,Medium,False
3963,Sarah Leblanc,24.0,Marketing,76997.0,Medium,False
3971,Rachel Pennington,44.0,Finance,112186.0,High,False
3976,Steven Burton,26.0,IT,112764.0,High,False
3978,Courtney Robinson,34.0,Admin,47407.0,Low,False
3979,Arthur Flynn,42.0,Admin,100020.0,High,False
3986,Dana Mann,38.0,HR,101992.0,High,False
3986,David Dominguez,26.0,Marketing,113303.0,High,False
3993,Susan Armstrong,34.0,Marketing,97634.0,Medium,False
3997,Dawn Marquez,57.0,HR,98059.0,Medium,True
4009,Emily Reyes,52.0,HR,79634.0,Medium,False
4018,Adam Solomon,38.0,IT,104173.0,High,False
4019,Christina Carey,50.0,HR,116241.0,High,False
4022,Jennifer Walker,29.0,Marketing,46497.0,Low,False
4026,John Conley,20.0,Finance,82803.0,Medium,False
4034,April Black,54.0,Marketing,106414.0,High,True
4035,Pamela Hill,43.0,Admin,79880.0,Medium,False
4042,Jeffrey Brown,27.0,Finance,98446.0,Medium,False
4062,Ricky Patrick,41.0,Sales,99022.0,Medium,False
4066,Samuel Hopkins,60.0,Operations,83436.0,Medium,True
4073,Steven Parks,52.0,Marketing,118670.0,High,True
4087,Stephanie Brown,59.0,Finance,80655.0,Medium,True
4088,Kevin Sutton,43.0,Finance,86775.0,Medium,False
4099,Edward Johnson,25.0,Sales,73815.0,Medium,False
4124,Christopher Davis,26.0,Operations,47743.0,Low,False
