Employee ID,Name,Age,Department,Salary
65453,Sarah Patrick,60.0,Operations,119982.0
90484,Timothy Campbell DDS,47.0,Marketing,57465.0
94111,Kristin Mathews,,Finance,94390.0
68988,Ricardo Lewis,37.0,HR,54804.0
24363,Michelle Garcia,26.0,Operations,90351.0
32985,Pamela Weaver,21.0,Admin,
99598,Dr. Amy Johnson,58.0,HR,87523.0
35275,Paul Hernandez,44.0,Sales,75421.0
91574,Sean Stephens,20.0,,
18020,Daniel Simmons,28.0,Marketing,75353.0
54687,Logan Harris,,Marketing,99208.0
53081,Sandra Johnson,57.0,,
59504,Daniel Allen,23.0,HR,78593.0
79959,Eric Williams,54.0,,104997.0
38888,Mrs. Jessica Tanner MD,24.0,Admin,54561.0
3596,Dr. Keith Castillo,29.0,HR,82933.0
95729,Brittany Johnson,,IT,43571.0
78742,Amber Williams,48.0,Operations,75078.0
32751,Monica Davenport,52.0,Operations,
54309,David Moreno,24.0,Finance,63557.0
61175,Christopher Fletcher,28.0,IT,114462.0
5005,Michael Wilkerson,59.0,Sales,116029.0
85648,Erika Osborn,31.0,Sales,119511.0
46085,Joseph Scott,24.0,IT,
84814,James Jones,,Finance,115217.0
38784,Mrs. Christine Hill,26.0,Marketing,89637.0
12073,Keith Reyes,55.0,Marketing,97095.0
57017,Anthony Diaz,48.0,,91134.0
80979,Christopher Dixon,23.0,Marketing,51693.0
51329,Michelle Martinez,54.0,HR,99456.0
36204,Monique Ferrell,44.0,Finance,100067.0
63307,Pamela Riley,33.0,Marketing,84218.0
92377,Bobby Williams,27.0,Sales,
90922,Courtney Turner,58.0,Admin,50017.0
7532,Julie Wood,36.0,Marketing,116988.0
66223,Teresa Moyer,43.0,IT,105251.0
71021,Ronald Henderson,45.0,Sales,78885.0
97681,Thomas Vazquez,47.0,HR,117735.0
42059,Kevin Browning,52.0,Marketing,79760.0
57434,Anthony Bowen,49.0,Operations,41561.0
95729,Katherine Colon,21.0,Operations,119704.0
11006,Anita Jones,26.0,Finance,92194.0
28321,Heather Gilmore,32.0,IT,91161.0
96385,Judith Bridges,29.0,HR,107125.0
1778,Christina Anderson,54.0,,111934.0
28764,Earl Hampton,30.0,HR,97998.0
97302,Harold Castro,60.0,Sales,79351.0
25448,Ronald Bowen,35.0,,43538.0
18243,John Andrews,46.0,IT,108963.0
13474,Dylan Turner,44.0,Finance,115247.0
38970,Susan Richard,35.0,IT,
45468,Jasmine Brown,33.0,Marketing,110580.0
66249,James Kennedy,29.0,,
35930,Sharon Miller,59.0,,73771.0
34633,Alicia Spence,,Sales,80276.0
73138,Gabrielle Carpenter,27.0,IT,90024.0
42460,Heather Phillips,30.0,Marketing,58232.0
87850,Sandra Brooks,53.0,Operations,63312.0
16525,Adrienne Taylor DDS,28.0,IT,94918.0
34558,Amber Wilson,35.0,,46449.0
56402,Maxwell Chase,22.0,Marketing,71857.0
22935,Amanda Taylor,54.0,Marketing,41429.0
2144,Tracy Lewis DDS,56.0,HR,58603.0
70324,Robert Lester,39.0,Admin,67584.0
48370,Jacob Bass,48.0,,82705.0
77918,Jason Rubio,60.0,Operations,70463.0
68054,Ashley Chaney,,Sales,110144.0
75191,Molly Hale,28.0,Finance,
52134,Keith Jackson,48.0,IT,119964.0
96393,Larry Hernandez,21.0,,75288.0
70261,Daniel Hayes,,HR,87536.0
42907,Ian Barnett,39.0,Admin,47658.0
61720,Kevin White Jr.,29.0,Operations,88604.0
66466,Steven Davis,41.0,Admin,96615.0
60478,Rachel Thomas,43.0,Admin,51356.0
37069,Ruth Sawyer,39.0,HR,90128.0
32993,Jared Smith,21.0,IT,58811.0
23609,Cheyenne Patrick,28.0,Sales,98325.0
60943,Anthony Jackson,42.0,Sales,48126.0
12276,Randy Cooper,50.0,Admin,106049.0
56104,Edward Tran,46.0,Finance,68819.0
71710,Francis Arias,32.0,Sales,73471.0
16728,Kelsey Robertson,58.0,Sales,104887.0
53277,Richard Ferguson,22.0,IT,49912.0
11821,Justin Shepard,,Operations,
94283,Anthony Torres Jr.,59.0,Sales,73274.0
57205,Natasha Love,54.0,,93710.0
15180,Derek Mann,54.0,Finance,76429.0
26383,William Dean,49.0,Sales,115014.0
52584,Jennifer Sutton,42.0,Operations,41543.0
57239,Mike Patterson PhD,43.0,HR,64630.0
68868,David Smith,,,57616.0
60968,Michael Fischer,22.0,Operations,43212.0
72090,Jessica Hernandez,23.0,IT,95331.0
13135,Danielle Wilson,22.0,Admin,81155.0
14943,David Smith,,Finance,108835.0
30849,Jesse Berg,58.0,IT,119971.0
97027,Matthew Miller,40.0,Sales,119898.0
51481,Shannon Campbell,56.0,Sales,
71474,Jeff Burke DVM,37.0,Finance,56197.0
38441,Veronica Allen,39.0,Operations,
43908,Megan Diaz,26.0,,48683.0
7058,Scott Davis,42.0,Admin,93739.0
95009,Evan Page,56.0,HR,
25605,Mary Gomez,21.0,Marketing,90698.0
21649,Jordan Novak,,IT,97736.0
84656,Kelly King,56.0,Finance,41066.0
12756,Jeremy Allen,,,96397.0
75831,Kelly Mcintosh,22.0,Admin,75442.0
10893,Krystal Cook,43.0,Marketing,44824.0
52091,Shirley Welch,45.0,Admin,93364.0
5419,Brianna Hubbard,43.0,,104276.0
99037,Lori Jones,44.0,Operations,101044.0
27137,Sherry Meza,60.0,Operations,50498.0
45546,Cynthia Howard,47.0,HR,41373.0
57825,Jennifer Willis,48.0,Operations,72801.0
25271,Anthony Harrington,22.0,IT,64229.0
57593,Michael Allen,,Finance,99896.0
95920,Anthony Jordan,55.0,Finance,
13280,John Lowe,39.0,IT,60064.0
3666,Patrick Odonnell,26.0,IT,102723.0
74495,Joseph Stephens,22.0,Operations,78450.0
89123,Alan Romero,27.0,IT,
26499,Jared Lee,40.0,HR,
21053,Daniel Fischer,,,71782.0
94486,Sarah Collins,29.0,Finance,47398.0
41039,Eugene Valencia,51.0,Marketing,118389.0
45190,Ashley Wheeler,28.0,IT,68686.0
99507,Shawn Martinez,46.0,Marketing,40043.0
13757,Dale Trujillo,47.0,,46967.0
64107,Francis Morgan,51.0,Operations,112087.0
24008,Brittany Cole,40.0,,70851.0
88477,Mary Frost DDS,35.0,Marketing,
31937,Teresa Flores,57.0,,71522.0
32825,Jerome Torres,59.0,HR,70801.0
17011,John Pitts,44.0,Marketing,84280.0
68943,Logan Compton,49.0,Operations,40411.0
42004,Brenda Gordon,32.0,HR,98713.0
60210,Bryce Benson,,Admin,113467.0
52762,Jesse Ford,57.0,Admin,112804.0
77114,Bill Sanchez,57.0,Sales,104792.0
71601,Jose Johnson,25.0,HR,76825.0
81360,Michelle Maldonado,,IT,
35699,Brittney Maxwell,39.0,IT,40905.0
72700,Keith Smith,33.0,Sales,116127.0
78803,Krista Shepherd,55.0,Marketing,93274.0
7433,Christopher Carney,46.0,Admin,67358.0
85556,Steven Brown,54.0,Admin,115303.0
42021,Sarah Thompson,53.0,Sales,59847.0
51277,Marie Gonzales,47.0,Finance,77361.0
65685,Kelly Armstrong,25.0,Admin,93028.0
59126,Joshua Nelson,30.0,Marketing,
67784,Lori Jenkins,31.0,Finance,41710.0
97587,Ryan Patrick,53.0,IT,91406.0
76848,Megan Moyer PhD,56.0,Sales,
11368,Edward Reyes,,IT,70529.0
74684,Catherine Brooks,36.0,Marketing,68561.0
13388,Wanda Jones,,IT,
52968,Mark Hale,27.0,Finance,106332.0
23461,Rebekah Alvarez,42.0,HR,57403.0
55515,John Smith,37.0,IT,87492.0
34455,Kaylee Stewart,50.0,Operations,112882.0
30245,Melanie Ross,20.0,,56755.0
85929,Justin Holden DDS,29.0,Admin,108310.0
71915,Tamara Huang,33.0,Marketing,101654.0
16612,Tracy Stewart,20.0,IT,95267.0
74852,Jerry Anderson,55.0,,116918.0
2907,Dennis Howard,28.0,HR,
30600,Julie Hernandez,42.0,IT,88096.0
84900,Terri Wood,43.0,Admin,111220.0
10441,Mark Meadows,32.0,Marketing,97261.0
72267,Deborah Dominguez,44.0,HR,115469.0
79860,Sonya Bryant,,IT,46808.0
58236,Jennifer Miranda,49.0,Operations,47398.0
2916,Jorge Vasquez,22.0,IT,82151.0
39833,Mary Simmons,26.0,IT,74109.0
17746,Alyssa Walter,41.0,Operations,104527.0
58795,David Hanson,29.0,Marketing,67905.0
99839,William Ortiz,47.0,Admin,98438.0
96345,Amy Black,31.0,Finance,
26270,Frank Mcdowell,55.0,Sales,72664.0
65823,Adam Wheeler,45.0,IT,
11141,Lori Le,24.0,Operations,106485.0
42059,Traci Cruz,40.0,HR,70395.0
26054,Allen Alexander,24.0,,62026.0
56573,Christopher Simpson,43.0,Marketing,96625.0
67087,Stephanie King,44.0,Finance,91297.0
11765,Megan Rogers,25.0,Sales,74500.0
21209,Heather Guerra,21.0,Finance,49935.0
33661,George White,50.0,Admin,98655.0
4808,Travis Marshall,36.0,HR,101106.0
79071,William Vasquez,40.0,HR,63727.0
27213,Troy Clarke,58.0,IT,
77124,Johnny Hill,47.0,Marketing,58267.0
39444,Austin Mclaughlin,45.0,HR,117529.0
12072,James Johnson,,,104562.0
10996,Nichole Taylor,31.0,Marketing,41958.0
45796,Diane Hood,52.0,Finance,81699.0
22529,Gilbert Sanchez,50.0,Operations,48921.0
98653,Don Miller,37.0,Finance,82353.0
56597,Stefanie Torres,48.0,IT,117903.0
68971,Beth Hutchinson,34.0,Finance,71578.0
75868,David Moore,40.0,Finance,79469.0
37787,Brenda Clark,44.0,Marketing,
80396,George Morgan,47.0,Sales,83005.0
12373,Jason Mooney,59.0,Finance,111426.0
29905,Brett Walker,34.0,Sales,106251.0
66990,Jordan Castro,29.0,Marketing,77037.0
6748,George Moore,36.0,Sales,58210.0
80246,Morgan Stewart,52.0,Finance,103889.0
44424,Michael Gross,39.0,Finance,95160.0
39801,Douglas Tran,58.0,Admin,64915.0
20099,Ryan Hunter,57.0,,40549.0
56100,Jay Morrison,22.0,Sales,109234.0
93738,Melissa Russell,52.0,Operations,84863.0
7463,Briana Gomez,58.0,,50797.0
38702,Linda Hall,23.0,Operations,95930.0
40208,Marie Patel,36.0,Admin,
60329,Regina Richardson,33.0,,66443.0
43931,Justin Johnson,30.0,Sales,47687.0
32425,Angela Castillo,48.0,Marketing,41379.0
24746,Allison Fuller,32.0,HR,75690.0
91529,Tami Scott,36.0,IT,93151.0
47276,Lauren Jones,34.0,Sales,117409.0
87649,Joshua Richards,43.0,Marketing,116466.0
54043,Cindy Crawford,35.0,HR,56856.0
62039,Laura Parker,43.0,IT,72357.0
34016,Stephanie Walter,51.0,Operations,69891.0
79846,Laura Shaw,43.0,IT,54060.0
81878,Lisa Joyce,58.0,Operations,
73602,Ian Garcia,58.0,HR,97676.0
91639,Brittney Acosta,36.0,Sales,58533.0
94801,Lisa Lee,47.0,Sales,71093.0
97851,Kent Herman,24.0,Finance,70967.0
73785,Abigail Reed,40.0,Sales,51734.0
93880,Matthew Carr,40.0,Marketing,102824.0
49040,Keith Mcmahon,56.0,IT,98876.0
94763,Jason Maldonado,25.0,,57503.0
37484,Richard Turner,43.0,Operations,55683.0
38853,Kristin Moore,24.0,HR,43536.0
27950,Julie Cox,58.0,Operations,112900.0
9446,Allen Lozano,47.0,Marketing,77386.0
86606,Maria Haney,27.0,Operations,58252.0
83163,Erin White,54.0,Marketing,112485.0
73141,Mrs. Jennifer Erickson MD,41.0,HR,64652.0
31109,Dr. Cody Wagner MD,23.0,Operations,92410.0
76882,John Ramirez,32.0,Finance,104160.0
53684,Heather Bailey,47.0,Operations,115925.0
71444,Michael Marks,46.0,Finance,88972.0
36464,Christina Rogers,37.0,HR,110729.0
5617,Kathryn Guzman,49.0,Sales,110010.0
1298,Mary Crawford,32.0,Operations,101340.0
99678,Ricky Lambert,22.0,IT,53910.0
97505,Emily Livingston,45.0,IT,92925.0
90352,Jeffery Vargas,26.0,Admin,103412.0
61031,Cheryl Brown,30.0,Sales,114230.0
4165,Jennifer Hall,,IT,106095.0
19162,Terry King,38.0,Operations,47069.0
39594,Jason Lee,,HR,69206.0
89697,Anita Johnson,50.0,Operations,84677.0
40713,Leslie Steele,44.0,IT,72262.0
46525,Sean Johnson,25.0,Operations,97446.0
48013,Ricardo Pena,,Operations,117186.0
51477,Robert Fields,55.0,Operations,85597.0
67143,Darren Gonzales,54.0,,86066.0
59526,Claire Perez,23.0,Sales,78690.0
6677,Laura Kaiser,42.0,Marketing,76792.0
56737,Jessica Fry DVM,,IT,
22312,Vanessa Soto,,,109962.0
10956,Amanda Long,42.0,Marketing,114402.0
28281,Vincent Ramsey,,IT,96500.0
78375,Robert Rivera,42.0,Sales,92667.0
2126,Summer David,46.0,IT,63446.0
47945,Joshua Mooney,32.0,,
66472,Grace Hill,50.0,IT,45527.0
43549,Manuel Orozco,47.0,Finance,52724.0
94607,Joseph Chen,56.0,IT,119226.0
34159,Cynthia Dunlap,,Sales,114914.0
13031,Allison Mendoza,43.0,Sales,83709.0
33242,Rebecca Jones,26.0,IT,97314.0
1459,Nicholas Rivera,47.0,Admin,81455.0
79338,Yolanda Miller,36.0,Admin,65973.0
2099,Brandon Sparks,48.0,,100069.0
69435,Lisa Carlson,,HR,102322.0
40001,Brandon Meyer,55.0,Sales,41962.0
71344,Joseph Castillo,32.0,Admin,96710.0
40453,Elizabeth Smith,52.0,IT,61135.0
51914,Daniel Green,25.0,Sales,43711.0
24450,Robert James,37.0,,115873.0
66242,Kelly Evans,28.0,Marketing,57605.0
21895,Matthew Flores,20.0,Sales,118714.0
53082,Amanda Campbell,24.0,Marketing,108702.0
29528,Amber Howard,33.0,Operations,
55541,Philip Smith,,Finance,91019.0
40027,Shelley Conley,53.0,HR,74103.0
15114,Reginald Ray,33.0,Operations,61220.0
83701,Amber Estrada,35.0,IT,100893.0
3110,Eugene Kirby,23.0,HR,54454.0
4946,Oscar Tate,24.0,Marketing,89242.0
55833,Dawn Arellano,60.0,Sales,87022.0
78689,Margaret Williams,,Operations,118083.0
56763,Michael Walker,37.0,IT,81844.0
40795,Tiffany Campbell,,Operations,84888.0
59649,Joshua Hickman,20.0,Operations,48724.0
64429,Mark Jones,46.0,Marketing,
19651,Gabriela Wise,53.0,Admin,96731.0
34137,Denise Howe,48.0,Sales,74721.0
28220,Marco Adams,27.0,,89702.0
11866,Thomas Hunt,21.0,Finance,
72672,Kaitlin Stein MD,53.0,Admin,72732.0
80690,Alyssa Mason,55.0,Sales,96273.0
88226,Luis Gonzales,,,74150.0
16954,William Cooper,52.0,Sales,44947.0
21257,Devin Martin,47.0,Operations,60983.0
34076,Heather Baker,32.0,Operations,112447.0
42243,Dana Carter,26.0,Sales,
1248,Dr. Vincent Blanchard,,IT,51668.0
58476,Thomas Miller,29.0,Operations,89339.0
1144,Karen Rowland,22.0,IT,58074.0
14269,Angela Mitchell,28.0,Finance,47795.0
80533,Justin Richmond,47.0,HR,54707.0
33309,Rachel Goodwin,27.0,Admin,40355.0
44978,Matthew Glass,48.0,Marketing,
40904,Jade Andrews,28.0,HR,52168.0
47200,Tyler Hall,22.0,Admin,115859.0
61078,Sue Evans,37.0,Marketing,60014.0
48146,Samantha Adkins,33.0,Sales,95459.0
24884,Ryan Davis,49.0,Operations,53580.0
25609,Patricia Decker,21.0,Admin,49861.0
71658,Timothy Oconnor,59.0,,44441.0
39069,Diane Velez,42.0,Sales,44975.0
90416,Mrs. Kathleen Bailey,39.0,Finance,
50011,Joseph Johnston,34.0,Marketing,104200.0
54050,Stephanie Aguirre,43.0,Finance,83969.0
36443,John Hall,42.0,IT,40468.0
38520,Blake Harris,38.0,Finance,69522.0
10769,Michelle Walsh,27.0,Operations,52114.0
91538,Caroline Hill,39.0,IT,58384.0
61697,Gary Rice,31.0,Sales,61311.0
32982,Ashley Mcintyre,41.0,Operations,61548.0
74582,Matthew Stephens,36.0,IT,69135.0
61016,Yvette Willis,23.0,Finance,112622.0
59076,Michael Dixon,50.0,Marketing,66386.0
99049,Molly Ruiz,58.0,Admin,57092.0
74120,Megan Franco,49.0,,74431.0
52150,Katie Delacruz,60.0,Admin,58096.0
7583,Victor James,25.0,Admin,
39760,Gregory Bishop,21.0,Finance,88677.0
70848,Annette Hinton,25.0,Sales,52753.0
72079,Kristin Potter,36.0,Sales,71048.0
15545,Timothy Peterson,52.0,Finance,75731.0
4955,Michaela Aguilar,46.0,Operations,109099.0
35017,Joseph Bean,40.0,,106840.0
16115,Michael Cruz,,HR,95636.0
62330,Dr. Sarah Bennett,45.0,Operations,104968.0
45997,Brittany Romero,51.0,Finance,53166.0
69535,Alicia Rodriguez,57.0,Operations,62603.0
27197,Jose Morales,47.0,HR,
34970,Bradley Harrison,,Finance,71282.0
